Lapas numurs,Sludinājumidatums_2,Iela,Ist.,m2,Stāvs,Sērija,Veids,Cena,"Cena, m2",Ielas nosaukums,Ielas numurs,Adrese,Iela full,Rajons,Merged,Year
61,"Pārdod dzīvokli ar skatu uz Daugavu. Malkas apkure, bet var ie",,2,53,3/4,P. kara,Pardod,"38,500",726.4150943,M. Krasta,39,"Latvia, Riga,",centrs M. Krasta 39,centrs,"Latvia, Riga, centrs M. Krasta 39",2019
64,Piedāvājam dzīvokli Klusajā centrā. Plānojums: Dzīvoklis sastā,,2,42,4/5,P. kara,Pardod,"80,000",1904.761905,Ausekļa,3,"Latvia, Riga,",centrs Ausekļa 3,centrs,"Latvia, Riga, centrs Ausekļa 3",2019
67,"Divistabu mansarda dzīvoklis Rīgas centrā, Ģertrūdes ielā 113.",,2,48,6/6,P. kara,Pardod,"66,500",1385.416667,Ģertrūdes,113,"Latvia, Riga,",centrs Ģertrūdes 113,centrs,"Latvia, Riga, centrs Ģertrūdes 113",2019
68,"Elegants dzīvoklis klusajā centrā, ""Staļina"" projekta. Iekārtota",,2,56,1/5,P. kara,Pardod,"83,000",1482.142857,Eksporta,14,"Latvia, Riga,",centrs Eksporta 14,centrs,"Latvia, Riga, centrs Eksporta 14",2019
68,Kapitāli izremontēts studijas tipa dzīvoklis renovētā mājā. Labs,,2,36,4/4,P. kara,Pardod,"63,000",1750,Tallinas,30,"Latvia, Riga,",centrs Tallinas 30,centrs,"Latvia, Riga, centrs Tallinas 30",2019
69,"Īpašniece pārdod nelielu divistabu dzīvokli Rīgas centrā, Tallin",,2,18,1/4,P. kara,Pardod,"15,700",872.2222222,Tallinas,17,"Latvia, Riga,",centrs Tallinas 17,centrs,"Latvia, Riga, centrs Tallinas 17",2019
70,"Īpašnieks pārdod jauku, daļēji mēbelētu dzīvokli, blakus Ziedoņd",,2,45,3/5,P. kara,Pardod,"72,000",1600,Matīsa,83,"Latvia, Riga,",centrs Matīsa 83,centrs,"Latvia, Riga, centrs Matīsa 83",2019
72,"Īpašnieki pārdod kvalitatīvi remontētu dzīvokli ar zemi, Rīgā, K",,2,49,3/5,P. kara,Pardod,"88,000",1795.918367,Valdemāra,119,"Latvia, Riga,",centrs Valdemāra 119,centrs,"Latvia, Riga, centrs Valdemāra 119",2019
72,"Steidzami Īpašnieks pārdod plašu, siltu, gaišu, mājīgs 2 ista",,2,59,1/6,P. kara,Pardod,"74,600",1264.40678,Tērbatas,82,"Latvia, Riga,",centrs Tērbatas 82,centrs,"Latvia, Riga, centrs Tērbatas 82",2019
72,Dzivoklim ir uztaisīts bankas vērtējums 63000€ Saimnieks pārdod,,2,42,4/5,P. kara,Pardod,"65,000",1547.619048,Upes,10,"Latvia, Riga,",centrs Upes 10,centrs,"Latvia, Riga, centrs Upes 10",2019
75,Dzīvoklis ar burvīgu skatu pāri Rīgas jumtiem. Ir iespēja noviet,,2,55,5/5,P. kara,Pardod,"58,000",1054.545455,Avotu,60,"Latvia, Riga,",centrs Avotu 60,centrs,"Latvia, Riga, centrs Avotu 60",2019
75,"Pārdod īpašumu pilsētas centrā, klusā, zaļā vietā, Ieroču ielā.",,2,100,1/6,P. kara,Pardod,"52,000",520,Ieroču,10,"Latvia, Riga,",centrs Ieroču 10,centrs,"Latvia, Riga, centrs Ieroču 10",2019
77,Pārdošanā tiek piedāvāts 2 istabu dzīvoklis pilsētas centrā. Bru,,2,57,1/5,P. kara,Pardod,"69,000",1210.526316,Bruņinieku,93,"Latvia, Riga,",centrs Bruņinieku 93,centrs,"Latvia, Riga, centrs Bruņinieku 93",2019
78,Предлагаю двухкомнатную квартиру с землей в тихом центре нa улиц,,2,56,5/6,P. kara,Pardod,"115,000",2053.571429,Valdemāra,77,"Latvia, Riga,",centrs Valdemāra 77,centrs,"Latvia, Riga, centrs Valdemāra 77",2019
78,"Lat/rus Īpašnieks pārdod dzīvokli labākā vietā, lai dzīvotu R",,2,60,2/6,P. kara,Pardod,"103,000",1716.666667,Rūpniecības,16/2,"Latvia, Riga,",centrs Rūpniecības 16/2,centrs,"Latvia, Riga, centrs Rūpniecības 16/2",2019
80,"Piedāvājumā īpašums renovētā mājā Riharda Vāgnerā ielā, Vecrīgā.",,2,48,1/4,P. kara,Pardod,"150,000",3125,Vāgnera,12,"Latvia, Riga,",centrs Vāgnera 12,centrs,"Latvia, Riga, centrs Vāgnera 12",2019
80,Продается светлая и уютная 2-комнатная квартира со свежим и капи,,2,41,1/3,P. kara,Pardod,"58,900",1436.585366,Ganību d.,15,"Latvia, Riga,",centrs Ganību d. 15,centrs,"Latvia, Riga, centrs Ganību d. 15",2019
81,"Piedāvājam iegādāties lielisku, plašu 2-  istabu dzīvokli Rīgas",,2,71,1/6,P. kara,Pardod,"89,900",1266.197183,Čaka,151,"Latvia, Riga,",centrs Čaka 151,centrs,"Latvia, Riga, centrs Čaka 151",2019
87,Saulains dzīvoklis lieliskā vietā ar labu skatu un stāvvietu.,,2,66,5/5,P. kara,Pardod,"123,000",1863.636364,Eksporta,3,"Latvia, Riga,",centrs Eksporta 3,centrs,"Latvia, Riga, centrs Eksporta 3",2019
87,"Собственник продаёт квартиру в центре. Земля в собственности, ки",,2,50,4/4,P. kara,Pardod,"45,000",900,Bruņinieku,78,"Latvia, Riga,",centrs Bruņinieku 78,centrs,"Latvia, Riga, centrs Bruņinieku 78",2019
87,Pārdod dzīvokli pašā Rīgas centrā. Ar divām izolētām istabām.,,2,63,4/5,P. kara,Pardod,"79,000",1253.968254,Birznieka-Upīša,24,"Latvia, Riga,",centrs Birznieka-Upīša 24,centrs,"Latvia, Riga, centrs Birznieka-Upīša 24",2019
88,Attīstītājs pārdod saulainu dzīvokli tikko rekonstruētā ēkā. Ē,,2,48,2/5,P. kara,Pardod,"96,390",2008.125,Čaka,24,"Latvia, Riga,",centrs Čaka 24,centrs,"Latvia, Riga, centrs Čaka 24",2019
90,"Pārdod dzīvokli pašā Rīgas centrā, Ģertrūdes ielā 31. Dzīvokl",,2,51,2/5,P. kara,Pardod,"105,000",2058.823529,Ģertrūdes,31,"Latvia, Riga,",centrs Ģertrūdes 31,centrs,"Latvia, Riga, centrs Ģertrūdes 31",2019
91,"Lielisks dzīvoklis pašā Rīgas sirdī. Veikts kapitālais remonts,",,2,55,3/5,P. kara,Pardod,"86,000",1563.636364,Blaumaņa,36,"Latvia, Riga,",centrs Blaumaņa 36,centrs,"Latvia, Riga, centrs Blaumaņa 36",2019
92,Saulains un kluss dzīvoklis ar mājīguma sajūtu pašā Rīgas centrā,,2,55,3/5,P. kara,Pardod,"118,000",2145.454545,Valdemāra,77,"Latvia, Riga,",centrs Valdemāra 77,centrs,"Latvia, Riga, centrs Valdemāra 77",2019
92,"Pārdod nelielu, bet mājīgu, kvalitatīvi izremontētu dzīvokli ar",,2,36,5/5,P. kara,Pardod,"33,800",938.8888889,Ģertrūdes,98,"Latvia, Riga,",centrs Ģertrūdes 98,centrs,"Latvia, Riga, centrs Ģertrūdes 98",2019
93,"Pārdodu ļoti labu dzīvokli, Rīgas klusajā centrā, 7min līdz Orig",,2,37,4/5,P. kara,Pardod,"57,000",1540.540541,Visvalža,3B,"Latvia, Riga,",centrs Visvalža 3b,centrs,"Latvia, Riga, centrs Visvalža 3b",2019
96,Предлагаем вам преобрести реновированную 2-х комнатную квартиру,,2,45,2/5,P. kara,Pardod,"70,000",1555.555556,Visvalža,3а,"Latvia, Riga,",centrs Visvalža 3а,centrs,"Latvia, Riga, centrs Visvalža 3а",2019
100,Mājīgs dzīvoklis ar dizainera veidotu apdari. Klusa sētas māja -,,2,54,1/5,P. kara,Pardod,"98,000",1814.814815,Indrānu,15,"Latvia, Riga,",centrs Indrānu 15,centrs,"Latvia, Riga, centrs Indrānu 15",2019
100,"Pārdod labiekārtotu dzīvokli centrā, Lāčplēša ielā 54. + Dzīv",,2,70,6/6,P. kara,Pardod,"99,000",1414.285714,Lāčplēša,54,"Latvia, Riga,",centrs Lāčplēša 54,centrs,"Latvia, Riga, centrs Lāčplēša 54",2019
101,Apraksts: - Viesistaba apvienota ar virtuvi; - Liela vannasist,,2,61,4/6,P. kara,Pardod,"115,900",1900,Dzirnavu,113A,"Latvia, Riga,",centrs Dzirnavu 113A,centrs,"Latvia, Riga, centrs Dzirnavu 113A",2019
103,"Светлая, уютная и полностью меблированная 2-комнатная квартира в",,2,50,2/5,P. kara,Pardod,"70,000",1400,Klijānu,3,"Latvia, Riga,",centrs Klijānu 3,centrs,"Latvia, Riga, centrs Klijānu 3",2019
103,"Pārdošanā divu istabu, studio tipa dzīvoklis. Atsevišķi guļamist",,2,46,1/6,P. kara,Pardod,"46,900",1019.565217,Brīvības,136,"Latvia, Riga,",centrs Brīvības 136,centrs,"Latvia, Riga, centrs Brīvības 136",2019
105,Газовый котёл Junker. Коммуникация подведена к квартире для сану,,2,41,3/3,P. kara,Pardod,"25,000",609.7560976,Ganību d.,40,"Latvia, Riga,",centrs Ganību d. 40,centrs,"Latvia, Riga, centrs Ganību d. 40",2019
106,"Rīgas centrs. Augstie griesti. Autostāvvieta plašā, slēgtā pagal",,2,46,1/5,P. kara,Pardod,"55,000",1195.652174,Stabu,62,"Latvia, Riga,",centrs Stabu 62,centrs,"Latvia, Riga, centrs Stabu 62",2019
107,Снижена цена. Продаётся красивая и солнечная квартира в центре Р,,2,80,1/5,P. kara,Pardod,"108,800",1360,Blaumaņa,21,"Latvia, Riga,",centrs Blaumaņa 21,centrs,"Latvia, Riga, centrs Blaumaņa 21",2019
109,Bezmaksas stāvvieta pagalmā. Prestižais Klusais Centrs vēstniecī,,2,35,1/4,P. kara,Pardod,"75,000",2142.857143,Vīlandes,20,"Latvia, Riga,",centrs Vīlandes 20,centrs,"Latvia, Riga, centrs Vīlandes 20",2019
112,"Lielisks dzīvoklis - jaunai paaudzei, birojam vai investīcijām.",,2,52,2/5,P. kara,Pardod,"96,400",1853.846154,Briāna,4,"Latvia, Riga,",centrs Briāna 4,centrs,"Latvia, Riga, centrs Briāna 4",2019
113,Продается солнечная квартира в каменном доме. В квартире сделан,,2,53,3/6,P. kara,Pardod,"68,000",1283.018868,Ģertrūdes,84,"Latvia, Riga,",centrs Ģertrūdes 84,centrs,"Latvia, Riga, centrs Ģertrūdes 84",2019
113,"Квартира без ремонта. Комната 20 kvm, комната 12 kvm, кухня 14 k",,2,54,2/2,P. kara,Pardod,"80,500",1490.740741,Ganību d.,6,"Latvia, Riga,",centrs Ganību d. 6,centrs,"Latvia, Riga, centrs Ganību d. 6",2019
116,"Предлагается к продаже 2 комнатная квартира с новой, высокого ка",,2,52,6/6,P. kara,Pardod,"100,000",1923.076923,Kalniņa,2,"Latvia, Riga,",centrs Kalniņa 2,centrs,"Latvia, Riga, centrs Kalniņa 2",2019
122,"Īpašnieks pārdod saulainu divistabu dzīvoklis, tikko pēc renovāc",,2,45,4/5,P. kara,Pardod,"105,000",2333.333333,Miera,10,"Latvia, Riga,",centrs Miera 10,centrs,"Latvia, Riga, centrs Miera 10",2019
122,Piedāvājam iegādei plašu 2-istabu dzīvokli dzīvokli Tērbatas iel,,2,67,3/6,P. kara,Pardod,"133,000",1985.074627,Tērbatas,4,"Latvia, Riga,",centrs Tērbatas 4,centrs,"Latvia, Riga, centrs Tērbatas 4",2019
123,Tiek pārdots majīgs un gaišs dzīvoklis. Tika samainīta elekt,,2,55,1/2,P. kara,Pardod,"31,800",578.1818182,Lienes,27,"Latvia, Riga,",centrs Lienes 27,centrs,"Latvia, Riga, centrs Lienes 27",2019
123,"Ar skatu uz Ziedoņdārzu. Stadijā ""pelēkā apdare"": pārplānots, iz",,2,47,3/5,P. kara,Pardod,"73,850",1571.276596,Matīsa,41C,"Latvia, Riga,",centrs Matīsa 41C,centrs,"Latvia, Riga, centrs Matīsa 41C",2019
130,Mājīgs divistabu dzīvoklis ar koka dēļu grīdu un plašu vannas is,,2,60,5/6,P. kara,Pardod,"85,000",1416.666667,Ģertrūdes,69,"Latvia, Riga,",centrs Ģertrūdes 69,centrs,"Latvia, Riga, centrs Ģertrūdes 69",2019
130,Pārdošanā tiek piedāvāts lielisks 2 istabu dzīvoklis pilsētas ce,,2,61,3/5,P. kara,Pardod,"78,000",1278.688525,Brīvības,165,"Latvia, Riga,",centrs Brīvības 165,centrs,"Latvia, Riga, centrs Brīvības 165",2019
131,Piedāvājumā divistabu dzīvoklis Vecrīgā. Ērts plānojums. Viesi,,2,57,5/5,P. kara,Pardod,"119,800",2101.754386,Miesnieku,14,"Latvia, Riga,",centrs Miesnieku 14,centrs,"Latvia, Riga, centrs Miesnieku 14",2019
131,Īpašnieks pārdod remontam gatavu 2 istabu dzīvokli ļoti labā vie,,2,48,6/6,P. kara,Pardod,"37,400",779.1666667,Maskavas,84,"Latvia, Riga,",centrs Maskavas 84,centrs,"Latvia, Riga, centrs Maskavas 84",2019
132,"Unikāls dzīvoklis, unikālā vietā - Dzirnavu ielas un Skolas iela",,2,50,3/5,P. kara,Pardod,"69,800",1396,Dzirnavu,51,"Latvia, Riga,",centrs Dzirnavu 51,centrs,"Latvia, Riga, centrs Dzirnavu 51",2019
133,Gaišs 2-istabu dzīvoklis Rīgas centrā. Saulains un ļoti plašs di,,2,85,6/6,P. kara,Pardod,"92,800",1091.764706,Ģertrūdes,113,"Latvia, Riga,",centrs Ģertrūdes 113,centrs,"Latvia, Riga, centrs Ģertrūdes 113",2019
133,Dzīvoklis pēc remonta ar praktisku plānojumu Rīgas centrā. Dzīvo,,2,35,3/5,P. kara,Pardod,"49,900",1425.714286,Ģertrūdes,98,"Latvia, Riga,",centrs Ģertrūdes 98,centrs,"Latvia, Riga, centrs Ģertrūdes 98",2019
136,Racionāli plānots divistabu dzīvoklis pēc kapitālā remonta Avotu,,2,46,1/4,P. kara,Pardod,"59,900",1302.173913,Avotu,53/55,"Latvia, Riga,",centrs Avotu 53/55,centrs,"Latvia, Riga, centrs Avotu 53/55",2019
136,"Elegants, plašs 2-istabu dzīvoklis pašā Rīgas centrā. Dzīvoklis",,2,60,6/6,P. kara,Pardod,"70,000",1166.666667,Marijas,18,"Latvia, Riga,",centrs Marijas 18,centrs,"Latvia, Riga, centrs Marijas 18",2019
136,"Pārdod 2 istabu patreiz esošu mākslinieka darbnīcu, kas ērti pār",,2,64,1/3,P. kara,Pardod,"65,000",1015.625,Barona,60,"Latvia, Riga,",centrs Barona 60,centrs,"Latvia, Riga, centrs Barona 60",2019
137,Lieliska iespēja dzīvot renovēta dzīvoklī Centrā. Bezmaksas au,,2,51,1/5,P. kara,Pardod,"66,500",1303.921569,Pētersalas,2,"Latvia, Riga,",centrs Pētersalas 2,centrs,"Latvia, Riga, centrs Pētersalas 2",2019
138,"Saimnieks pārdod dzīvokli, bez starpniekiem. Privatizēts dzīvokl",,2,46,5/5,P. kara,Pardod,"68,000",1478.26087,Čaka,132,"Latvia, Riga,",centrs Čaka 132,centrs,"Latvia, Riga, centrs Čaka 132",2019
138,"Pārdod dzīvokli Zaļā ielā 7. 35, 7 kvm, 2 ist. 2.st no 3, pirmsk",,2,36,2/3,P. kara,Pardod,"76,450",2123.611111,Zaļā,7,"Latvia, Riga,",centrs Zaļā 7,centrs,"Latvia, Riga, centrs Zaļā 7",2019
140,"Pārdod 2 istabu dzīvokli centrā, loti prestižā vietā ar labu plā",,2,55,2/5,P. kara,Pardod,"97,900",1780,Ģertrūdes,34,"Latvia, Riga,",centrs Ģertrūdes 34,centrs,"Latvia, Riga, centrs Ģertrūdes 34",2019
141,"Pārdodam 2 istabu dzīvokli pilsētas klusajā centrā, Valkas ielā",,2,71,3/2,P. kara,Pardod,"115,000",1619.71831,Valkas,3,"Latvia, Riga,",centrs Valkas 3,centrs,"Latvia, Riga, centrs Valkas 3",2019
145,Pārdodam 2 istabu dzīvokli centrā ar skaistu skatu. Izcila inf,,2,46,6/6,P. kara,Pardod,"79,500",1728.26087,Baznīcas,7,"Latvia, Riga,",centrs Baznīcas 7,centrs,"Latvia, Riga, centrs Baznīcas 7",2019
148,Pagalma mājā tiek pārdots labs dzīvoklis pēc kapitālā remonta ar,,2,43,2/4,P. kara,Pardod,"55,000",1279.069767,Matīsa,83,"Latvia, Riga,",centrs Matīsa 83,centrs,"Latvia, Riga, centrs Matīsa 83",2019
149,Īpašnieks pārdod tikko remontētu gaumīgu dzīvokli Rīgas centrā.,,2,55,6/6,P. kara,Pardod,"78,000",1418.181818,Brīvības,150,"Latvia, Riga,",centrs Brīvības 150,centrs,"Latvia, Riga, centrs Brīvības 150",2019
151,"Pārdod dzīvokli Indrānu ielā, kur nama arhitektūrā dominē Latvij",,2,49,1/4,P. kara,Pardod,"58,000",1183.673469,Indrānu,1,"Latvia, Riga,",centrs Indrānu 1,centrs,"Latvia, Riga, centrs Indrānu 1",2019
153,"Pārdod modernu 2 istabu dzīvokli Klusajā Centrā, Antonijas 15, R",,2,35,2/5,P. kara,Pardod,"93,000",2657.142857,Antonijas,15,"Latvia, Riga,",centrs Antonijas 15,centrs,"Latvia, Riga, centrs Antonijas 15",2019
157,"Pārdodam 2 istabu dzīvokli Centrā. Izcila infrastruktūra, blak",,2,45,2/5,P. kara,Pardod,"59,800",1328.888889,Matīsa,33,"Latvia, Riga,",centrs Matīsa 33,centrs,"Latvia, Riga, centrs Matīsa 33",2019
1,Ekskluzīvs mansarda dzīvoklis ar brīnišķīgu skatu torni. Saula,,4,190,7/7,Renov.,Pardod,"240,000",1263.157895,Skolas,38,"Latvia, Riga,",centrs Skolas 38,centrs,"Latvia, Riga, centrs Skolas 38",2019
1,Pārdod 4 istabu dzīvokli Blaumaņa ielā 34. Dzīvoklis atrodas ēka,,4,103,3/6,Renov.,Pardod,"175,610",1704.951456,Blaumaņa,34,"Latvia, Riga,",centrs Blaumaņa 34,centrs,"Latvia, Riga, centrs Blaumaņa 34",2019
2,"Tiek izīrēts dzīvoklis Upīša pasāžā, dzīvoklis tikai pāris soļu",,3,74,4/6,Renov.,Izire,770,10.40540541,Dzirnavu,113A,"Latvia, Riga,",centrs Dzirnavu 113A,centrs,"Latvia, Riga, centrs Dzirnavu 113A",2019
2,Tiek pārdots gaumīgs 3 istabu dzīvoklis renovētā cara laika mājā,,3,67,4/7,Renov.,Pardod,"89,000",1328.358209,Lāčplēša,116,"Latvia, Riga,",centrs Lāčplēša 116,centrs,"Latvia, Riga, centrs Lāčplēša 116",2019
2,"Tiek izīrēts divu istabu dzīvoklis klusajā centrā, dzīvoklis sas",,2,51,3/7,Renov.,Izire,700,13.7254902,Ausekļa,4,"Latvia, Riga,",centrs Ausekļa 4,centrs,"Latvia, Riga, centrs Ausekļa 4",2019
2,"Izīrēju renovētā mājā 1istabu dzīvokli, dzīvoklis ir saulains un",,1,25,1/2,Renov.,Izire,200,8,Valmieras,32,"Latvia, Riga,",centrs Valmieras 32,centrs,"Latvia, Riga, centrs Valmieras 32",2019
3,"Предлагаемая квартира находится в тихом центре, по соседству с д",,2,63,1/4,Renov.,Pardod,"149,500",2373.015873,Pulkv. Brieža,19/1,"Latvia, Riga,",centrs Pulkv. Brieža 19/1,centrs,"Latvia, Riga, centrs Pulkv. Brieža 19/1",2019
3,"Īpašnieks izīrē pavisam nelielu, ļoti siltu un mājīgu studijas t",,1,36,5/6,Renov.,Izire,300,8.333333333,Barona,109,"Latvia, Riga,",centrs Barona 109,centrs,"Latvia, Riga, centrs Barona 109",2019
4,Сдаю квартиру в Тихом центре. Посольский район. Круглосуточная о,,3,67,3/5,Renov.,Izire,700,10.44776119,Ausekļa,7,"Latvia, Riga,",centrs Ausekļa 7,centrs,"Latvia, Riga, centrs Ausekļa 7",2019
5,"Īpašnieks izīrē ilgtermiņā, modernu studijas tipa dzīvokli, tika",,2,48,2/5,Renov.,Izire,500,10.41666667,Matīsa,35,"Latvia, Riga,",centrs Matīsa 35,centrs,"Latvia, Riga, centrs Matīsa 35",2019
5,"Piedāvāju dzīvokli nr 18. kultūrvēsturiskā ēkā Blaumana iela 12,",,3,63,2/6,Renov.,Pardod,"162,875",2585.31746,Blaumaņa,12,"Latvia, Riga,",centrs Blaumaņa 12,centrs,"Latvia, Riga, centrs Blaumaņa 12",2019
6,"Gaišs, plašs 4.istabu dzīvoklis renovētā mūra mājā Rīgas centrā,",,4,136,3/5,Renov.,Pardod,"149,000",1095.588235,Stabu,51,"Latvia, Riga,",centrs Stabu 51,centrs,"Latvia, Riga, centrs Stabu 51",2019
6,"Mūsdienīgs dzīvoklis vēsturiskā mājā. Ir atjaunota ēkas fasāde,",,3,68,2/5,Renov.,Pardod,"135,000",1985.294118,Tallinas,86,"Latvia, Riga,",centrs Tallinas 86,centrs,"Latvia, Riga, centrs Tallinas 86",2019
7,"Jūgendstila šarms, vēsturisko vērtību atdzimšana mūsdienu kvalit",,2,106,6/6,Renov.,Pardod,"250,000",2358.490566,Brīvības,46,"Latvia, Riga,",centrs Brīvības 46,centrs,"Latvia, Riga, centrs Brīvības 46",2019
7,Īpašnieks pārdod dzīvokli ar skatu uz Vērmanes dārzu. Reiz b,,1,21,3/5,Renov.,Pardod,"59,500",2833.333333,Barona,14,"Latvia, Riga,",centrs Barona 14,centrs,"Latvia, Riga, centrs Barona 14",2019
7,Īpašnieks pārdod dzīvokli namā pie Vērmanes dārza. Dzīvokļa gr,,2,32,2/5,Renov.,Pardod,"76,000",2375,Barona,14,"Latvia, Riga,",centrs Barona 14,centrs,"Latvia, Riga, centrs Barona 14",2019
8,"Izīrē, Dzīvoklis, Rīga, Centrs, rupniecibas iela iela, 800 € + k",,3,100,2/6,Renov.,Izire,800,8,Rūpniecības,5,"Latvia, Riga,",centrs Rūpniecības 5,centrs,"Latvia, Riga, centrs Rūpniecības 5",2019
11,"Īpašnieks pārdod trīs istabu dzīvokli, studio tipa-virtuve/dzīvo",,3,76,2/9,Renov.,Pardod,"90,000",1184.210526,Klusā,20,"Latvia, Riga,",centrs Klusā 20,centrs,"Latvia, Riga, centrs Klusā 20",2019
12,Ieliska iespēja pārcelties uz svaigi remontētu 3-istabu dzīvokli,,3,54,3/5,Renov.,Izire,490,9.074074074,Valdemāra,36,"Latvia, Riga,",centrs Valdemāra 36,centrs,"Latvia, Riga, centrs Valdemāra 36",2019
12,Īpašnieks izīrē ilgtermiņā atbildīgiem īrniekiem tikko atjaunotu,,1,20,3/6,Renov.,Izire,450,22.5,Lāčplēša,13,"Latvia, Riga,",centrs Lāčplēša 13,centrs,"Latvia, Riga, centrs Lāčplēša 13",2019
12,"Izcilā latviešu arhitekta Jāņa Alkšņa 1913. gada projekts, nodot",,1,31,3/5,Renov.,Izire,399,12.87096774,Tallinas,86,"Latvia, Riga,",centrs Tallinas 86,centrs,"Latvia, Riga, centrs Tallinas 86",2019
12,"Unikāls Loft tipa dzīvoklis renovētā ēkā, kas nodota ekspluatāci",,1,33,5/5,Renov.,Pardod,"75,000",2272.727273,Sapieru,3B,"Latvia, Riga,",centrs Sapieru 3B,centrs,"Latvia, Riga, centrs Sapieru 3B",2019
13,Izīrē jaunu un modernu vienistabas dzīvokli renovētā mājā Ganību,,1,35,2/5,Renov.,Izire,350,10,Ganību d.,31,"Latvia, Riga,",centrs Ganību d. 31,centrs,"Latvia, Riga, centrs Ganību d. 31",2019
14,"Tiek pārdots dzīvoklis Brīvības ielā, pretīm Dailes teātrim. Dzī",,4,139,6/7,Renov.,Pardod,"146,000",1050.359712,Brīvības,82,"Latvia, Riga,",centrs Brīvības 82,centrs,"Latvia, Riga, centrs Brīvības 82",2019
14,"Izīrē 1 istabas dzīvokli ar atsevišķu virtuvi Centrā, klusā - re",,1,36,4/6,Renov.,Izire,330,9.166666667,Pērnavas,7,"Latvia, Riga,",centrs Pērnavas 7,centrs,"Latvia, Riga, centrs Pērnavas 7",2019
14,Īpašnieks pārdod stilīgu un majīgu dzīvokli pašā Rīgas centrā pe,,3,89,6/7,Renov.,Pardod,"169,000",1898.876404,Marijas,16,"Latvia, Riga,",centrs Marijas 16,centrs,"Latvia, Riga, centrs Marijas 16",2019
14,Īrei tiek piedāvāts 2 istabu dzīvoklis Rīgas Centrā. Dzīvoklis,,2,50,5/6,Renov.,Izire,440,8.8,Marijas,16,"Latvia, Riga,",centrs Marijas 16,centrs,"Latvia, Riga, centrs Marijas 16",2019
14,"Steidzami. Pārdod hostel/viesnīcu, 2 dzīvokli. Gatavs bizness.",,6,326,1/5,Renov.,Pardod,"165,000",506.1349693,Lāčplēša,62,"Latvia, Riga,",centrs Lāčplēša 62,centrs,"Latvia, Riga, centrs Lāčplēša 62",2019
16,Īpašnieks izīrē gaišu mansarda dzīvokli centrā. Dzīvoklis tiek ī,,2,40,6/6,Renov.,Izire,450,11.25,Bruņinieku,42,"Latvia, Riga,",centrs Bruņinieku 42,centrs,"Latvia, Riga, centrs Bruņinieku 42",2019
17,"Dzīvoklis atrodas renovētā ēkā, Rīgas klusajā centrā, starp Eliz",,4,102,1/6,Renov.,Pardod,"250,000",2450.980392,Valdemāra,23,"Latvia, Riga,",centrs Valdemāra 23,centrs,"Latvia, Riga, centrs Valdemāra 23",2019
17,Piedāvājumā izremontēts 3 istabu dzīvoklis renovētā ēkā Lāčplēša,,3,83,2/6,Renov.,Pardod,"203,105",2447.048193,Lāčplēša,13,"Latvia, Riga,",centrs Lāčplēša 13,centrs,"Latvia, Riga, centrs Lāčplēša 13",2019
17,Unikāls divstāvu īpašums Vecrīgas sirdī ar trīs izolētam istabām,,4,134,6/7,Renov.,Pardod,"260,000",1940.298507,Šķūņu,13,"Latvia, Riga,",centrs Šķūņu 13,centrs,"Latvia, Riga, centrs Šķūņu 13",2019
17,Izīrē mājīgu 1-istabu dzīvokli uz ilgu laiku Rīgas “klusajā cent,,1,33,4/4,Renov.,Izire,375,11.36363636,Kazarmu,3,"Latvia, Riga,",centrs Kazarmu 3,centrs,"Latvia, Riga, centrs Kazarmu 3",2019
19,Īpašnieks pārdod dzīvokli ar skatu uz Vērmanes dārzu. Reiz b,,1,21,4/5,Renov.,Pardod,"63,500",3023.809524,Barona,14,"Latvia, Riga,",centrs Barona 14,centrs,"Latvia, Riga, centrs Barona 14",2019
19,Īpašnieks pārdod dzīvokli namā pie Vērmanes dārza. Reiz bank,,2,40,3/5,Renov.,Pardod,"83,000",2075,Barona,14,"Latvia, Riga,",centrs Barona 14,centrs,"Latvia, Riga, centrs Barona 14",2019
21,Īpašniece uz ilgstošu laiku izīrē nelielu (17 m2) studijas tipa,,1,17,3/6,Renov.,Izire,270,15.88235294,Valdemāra,69,"Latvia, Riga,",centrs Valdemāra 69,centrs,"Latvia, Riga, centrs Valdemāra 69",2019
21,Īpašniece uz ilgstošu laiku izīrē 2 istabu (45 m2) studijas tipa,,2,45,5/6,Renov.,Izire,450,10,Valdemāra,69,"Latvia, Riga,",centrs Valdemāra 69,centrs,"Latvia, Riga, centrs Valdemāra 69",2019
23,"Без комиссии. Евроремонт, качественная внутренняя отделка - парк",,2,71,3/6,Renov.,Izire,500,7.042253521,Ģertrūdes,39,"Latvia, Riga,",centrs Ģertrūdes 39,centrs,"Latvia, Riga, centrs Ģertrūdes 39",2019
23,Namīpašnieks izīrē nesen kapitāli izremontētu divistabu dzīvokli,,2,60,2/6,Renov.,Izire,450,7.5,Matīsa,133,"Latvia, Riga,",centrs Matīsa 133,centrs,"Latvia, Riga, centrs Matīsa 133",2019
23,Namīpašnieks izīrē nesen kapitāli izremontētu vienistabu dzīvokl,,1,30,4/5,Renov.,Izire,350,11.66666667,Matīsa,133,"Latvia, Riga,",centrs Matīsa 133,centrs,"Latvia, Riga, centrs Matīsa 133",2019
