Lapas numurs,Sludinājumidatums_2,Iela,Ist.,m2,Stāvs,Sērija,Veids,Cena,"Cena, m2",Ielas nosaukums,Ielas numurs,Adrese,Iela full,Rajons,Merged,Year
23,Piedāvājam iegādāties labiekārtotu 3-istabu dzīvokli ar autostāv,,3,75,5/6,Renov.,Pardod,"179,760",2396.8,Valdemāra,37,"Latvia, Riga,",centrs Valdemāra 37,centrs,"Latvia, Riga, centrs Valdemāra 37",2019
24,"Prestižs vēstniecību rajons, augstākā kvalitāte, pilnībā aprīkot",,4,175,5/7,Renov.,Izire,"3,000",17.14285714,Ausekļa,4,"Latvia, Riga,",centrs Ausekļa 4,centrs,"Latvia, Riga, centrs Ausekļa 4",2019
25,Pārdod mēbelētu trīs istabu dzīvokli renovētā namā Lāčplēša ielā,,3,85,3/6,Renov.,Pardod,"191,925",2257.941176,Lāčplēša,13,"Latvia, Riga,",centrs Lāčplēša 13,centrs,"Latvia, Riga, centrs Lāčplēša 13",2019
25,Pārdod mēbelētu divu istabu dzīvokli renovētā namā Lāčplēša ielā,,2,61,3/6,Renov.,Pardod,"143,115",2346.147541,Lāčplēša,13,"Latvia, Riga,",centrs Lāčplēša 13,centrs,"Latvia, Riga, centrs Lāčplēša 13",2019
25,Pārdod divu istabu dzīvokli renovētā sešu stāvu namā Lāčplēša ie,,2,59,6/6,Renov.,Pardod,"112,290",1903.220339,Lāčplēša,13,"Latvia, Riga,",centrs Lāčplēša 13,centrs,"Latvia, Riga, centrs Lāčplēša 13",2019
26,Piedāvājumā trīs istabu dzīvoklis renovētā pagalma ēkā Rīgas cen,,3,73,5/5,Renov.,Pardod,"162,000",2219.178082,Strēlnieku,13,"Latvia, Riga,",centrs Strēlnieku 13,centrs,"Latvia, Riga, centrs Strēlnieku 13",2019
26,Piedāvājam iegādāties plašu 2 istabu dzīvokli. Logi ir vērsti uz,,2,60,2/5,Renov.,Pardod,"125,580",2093,Briāna,4,"Latvia, Riga,",centrs Briāna 4,centrs,"Latvia, Riga, centrs Briāna 4",2019
26,"Izīrē gaišu, klusu, pilnībā aprīkotu, mēbeletu dzīvokli labā mūr",,1,25,3/5,Renov.,Izire,290,11.6,Ganību d.,15,"Latvia, Riga,",centrs Ganību d. 15,centrs,"Latvia, Riga, centrs Ganību d. 15",2019
26,Торг уместен но на определенных условиях Сдает хозяин на длитель,,4,152,2/6,Renov.,Izire,"1,250",8.223684211,Ausekļa,5,"Latvia, Riga,",centrs Ausekļa 5,centrs,"Latvia, Riga, centrs Ausekļa 5",2019
27,Scroll for Rus & Eng & Latv. Сдается Studio 1 комнатная квар,,1,20,3/5,Renov.,Izire,235,11.75,Lāčplēša,98,"Latvia, Riga,",centrs Lāčplēša 98,centrs,"Latvia, Riga, centrs Lāčplēša 98",2019
27,"Scroll for Rus & Eng, Latv. Izīrē 2 istabu dzīvokli Latgales pri",,2,34,2/6,Renov.,Izire,320,9.411764706,Maskavas,146,"Latvia, Riga,",centrs Maskavas 146,centrs,"Latvia, Riga, centrs Maskavas 146",2019
27,Iespēja iegādāties savā īpašumā lielisku vienistabas dzīvokli(va,,1,37,6/7,Renov.,Pardod,"72,500",1959.459459,Čaka,33,"Latvia, Riga,",centrs Čaka 33,centrs,"Latvia, Riga, centrs Čaka 33",2019
28,"Namīpašnieks izīrē vienistabu dzīvokli uz ilgu termiņu, īres līg",,1,30,2/5,Renov.,Izire,270,9,Matīsa,135,"Latvia, Riga,",centrs Matīsa 135,centrs,"Latvia, Riga, centrs Matīsa 135",2019
28,Nāc un apskati jau šobrīd 2 istabu dzīvokli. Logi ir vērsti uz A,,2,56,3/5,Renov.,Pardod,"106,475",1901.339286,Briāna,4,"Latvia, Riga,",centrs Briāna 4,centrs,"Latvia, Riga, centrs Briāna 4",2019
28,35евро-4 дня и более 40евро-до 3 дней Краткосрочная аренда Сд,,2,44,1/6,Renov.,Dienas ire,40,0.909090909,Valdemāra,39,"Latvia, Riga,",centrs Valdemāra 39,centrs,"Latvia, Riga, centrs Valdemāra 39",2019
29,Pārdošanā Ekskluzīvs 2 līmeņu dzīvoklis klusā centra apkaimē. Pi,,6,245,6/6,Renov.,Izire,"1,000",4.081632653,Eksporta,12,"Latvia, Riga,",centrs Eksporta 12,centrs,"Latvia, Riga, centrs Eksporta 12",2019
30,"Bez komisijas maksas. Mājīgs dzīvoklis, ļoti labā stāvoklī pēc r",,1,42,1/2,Renov.,Izire,420,10,Rūpniecības,42,"Latvia, Riga,",centrs Rūpniecības 42,centrs,"Latvia, Riga, centrs Rūpniecības 42",2019
31,Mūsdienīgs dzīvoklis ar dizainera veidotu interjeru. Dizains un,,1,18,1/5,Renov.,Izire,450,25,Lāčplēša,53,"Latvia, Riga,",centrs Lāčplēša 53,centrs,"Latvia, Riga, centrs Lāčplēša 53",2019
32,"Izīrē istabu (4-istabu dzīvoklī), 8 m2, mēbelētu ar visām ērtībā",,1,8,1/4,Renov.,Izire,130,16.25,Bruņinieku,111,"Latvia, Riga,",centrs Bruņinieku 111,centrs,"Latvia, Riga, centrs Bruņinieku 111",2019
32,Brīnišķīga iespēja iegādāties dzīvokli Renovētajā projektā ''Kr.,,3,78,5/6,Renov.,Pardod,"166,840",2138.974359,Valdemāra,37,"Latvia, Riga,",centrs Valdemāra 37,centrs,"Latvia, Riga, centrs Valdemāra 37",2019
33,Plašs 3 istabu dzīvoklis aktīvajā centrā - pilnībā atjaunotā vēs,,3,95,2/5,Renov.,Pardod,"225,675",2375.526316,Birznieka-Upīša,10,"Latvia, Riga,",centrs Birznieka-Upīša 10,centrs,"Latvia, Riga, centrs Birznieka-Upīša 10",2019
33,Kompakts 3 istabu dzīvoklis ēkas augšējos stāvos ar lielisku ska,,3,57,6/6,Renov.,Pardod,"136,800",2400,Birznieka-Upīša,10,"Latvia, Riga,",centrs Birznieka-Upīša 10,centrs,"Latvia, Riga, centrs Birznieka-Upīša 10",2019
33,Kompakts 2 istabu dzīvoklis komfortablai dzīvošanai - pilnībā at,,2,32,1/6,Renov.,Pardod,"76,800",2400,Birznieka-Upīša,10,"Latvia, Riga,",centrs Birznieka-Upīša 10,centrs,"Latvia, Riga, centrs Birznieka-Upīša 10",2019
34,"Izīrē ekskluzīvu dzīvokli pašā Rīgas centrā, pie Brīvības piemin",,3,200,5/6,Renov.,Izire,"1,800",9,Brīvības,19,"Latvia, Riga,",centrs Brīvības 19,centrs,"Latvia, Riga, centrs Brīvības 19",2019
35,Īpašuma apraksts: dzīvoklis izvietots renovētā eklektisma stila,,3,100,6/7,Renov.,Pardod,"295,000",2950,Blaumaņa,28A,"Latvia, Riga,",centrs Blaumaņa 28A,centrs,"Latvia, Riga, centrs Blaumaņa 28A",2019
35,"Pārdošanā plašs 4-istabu dzīvoklis klusajā centrā, Ganu ielā 4",,4,130,5/6,Renov.,Pardod,"190,000",1461.538462,Ganu,4,"Latvia, Riga,",centrs Ganu 4,centrs,"Latvia, Riga, centrs Ganu 4",2019
36,"Собственник предлагает в краткосрочную аренду, на любой интересу",,1,30,2/5,Renov.,Dienas ire,25,0.833333333,Merķeļa,6,"Latvia, Riga,",centrs Merķeļa 6,centrs,"Latvia, Riga, centrs Merķeļa 6",2019
36,Pārdod ekskluzīvu 4-istabu dzīvokli renovētā fasādes mājā. Ēka,,4,125,4/6,Renov.,Pardod,"295,000",2360,Barona,36,"Latvia, Riga,",centrs Barona 36,centrs,"Latvia, Riga, centrs Barona 36",2019
36,Īpašnieks pārdod dzīvokli namā pie Vērmanes dārza. Reiz bank,,2,40,4/5,Renov.,Pardod,"89,500",2237.5,Barona,14,"Latvia, Riga,",centrs Barona 14,centrs,"Latvia, Riga, centrs Barona 14",2019
36,Īpašnieks pārdod dzīvokli namā pie Vērmanes dārza. Reiz bank,,2,34,3/5,Renov.,Pardod,"74,500",2191.176471,Barona,14,"Latvia, Riga,",centrs Barona 14,centrs,"Latvia, Riga, centrs Barona 14",2019
39,"Izīrē līdz maijam, jūnijam vai lūlijam. Jauns, tīrs, divistabu s",,2,32,3/7,Renov.,Izire,390,12.1875,Sadovņikova,39,"Latvia, Riga,",centrs Sadovņikova 39,centrs,"Latvia, Riga, centrs Sadovņikova 39",2019
39,Svaigs un mūsdienīgs dzīvoklis atjaunotā ēkā. Dzīvojamā istab,,2,41,1/5,Renov.,Izire,450,10.97560976,Pērnavas,15A,"Latvia, Riga,",centrs Pērnavas 15A,centrs,"Latvia, Riga, centrs Pērnavas 15A",2019
40,"Сдается двухкомнатная квартира в тихом центре, недавно был сдела",,2,63,6/6,Renov.,Izire,550,8.73015873,Rūpniecības,16,"Latvia, Riga,",centrs Rūpniecības 16,centrs,"Latvia, Riga, centrs Rūpniecības 16",2019
42,Īpašnieks īzīrē biroju pilsētas centrā ar ērtu infrastruktūru. P,,3,77,1/4,Renov.,Izire,500,6.493506494,Tallinas,30,"Latvia, Riga,",centrs Tallinas 30,centrs,"Latvia, Riga, centrs Tallinas 30",2019
43,"Tiek izīrēts trīs istabu dzīvoklis, studio tipa virtuvi/dzīvojam",,3,47,5/8,Renov.,Izire,390,8.29787234,Klusā,18,"Latvia, Riga,",centrs Klusā 18,centrs,"Latvia, Riga, centrs Klusā 18",2019
44,"С 01.12.2019. сдаю 5 мест. 2 комнатная квартира в центре Риги, п",,2,40,4/5,Renov.,Izire,330,8.25,Sadovņikova,47,"Latvia, Riga,",centrs Sadovņikova 47,centrs,"Latvia, Riga, centrs Sadovņikova 47",2019
44,Pārdod trīs istabu dzīvokli renovētā namā Lāčplēša ielā 13. Dzīv,,3,58,2/6,Renov.,Pardod,"110,770",1909.827586,Lāčplēša,13,"Latvia, Riga,",centrs Lāčplēša 13,centrs,"Latvia, Riga, centrs Lāčplēša 13",2019
45,"Neliels saulains studio-tipa dzīvoklis A. Čaka ielā 89, Rīgā, ar",,1,13,2/2,Renov.,Izire,295,22.69230769,Čaka,89,"Latvia, Riga,",centrs Čaka 89,centrs,"Latvia, Riga, centrs Čaka 89",2019
45,Scroll for Rus & Eng & Latv. For rent 1 studio room apartmen,,1,19,3/5,Renov.,Izire,210,11.05263158,Maskavas,146,"Latvia, Riga,",centrs Maskavas 146,centrs,"Latvia, Riga, centrs Maskavas 146",2019
45,Сдаем посуточно квартиру в самом центре Риги со всеми удобствами,,1,50,1/3,Renov.,Dienas ire,32,0.64,Matīsa,38,"Latvia, Riga,",centrs Matīsa 38,centrs,"Latvia, Riga, centrs Matīsa 38",2019
45,Сдаётся в долгосрочную аренду однокомнатная квартира. Толькочто,,1,31,1/5,Renov.,Izire,300,9.677419355,Avotu,53,"Latvia, Riga,",centrs Avotu 53,centrs,"Latvia, Riga, centrs Avotu 53",2019
47,Penthouse dzīvoklis ar brīnišķīgu skatu uz Daugavu un Andrejostu,,3,148,6/6,Renov.,Pardod,"199,000",1344.594595,Eksporta,6,"Latvia, Riga,",centrs Eksporta 6,centrs,"Latvia, Riga, centrs Eksporta 6",2019
48,Apartment in Riga Сenter with a Parking Place for rent. The ap,,3,113,4/6,Renov.,Izire,600,5.309734513,Strēlnieku,4,"Latvia, Riga,",centrs Strēlnieku 4,centrs,"Latvia, Riga, centrs Strēlnieku 4",2019
48,"3 istabu dzīvoklis ar 2 guļamistabām, 2 sanmezgliem un nelielu b",,3,88,5/6,Renov.,Pardod,"202,740",2303.863636,Blaumaņa,12,"Latvia, Riga,",centrs Blaumaņa 12,centrs,"Latvia, Riga, centrs Blaumaņa 12",2019
49,"Īstermiņā no 2st. tiek izīrēts saulains, mājīgs jauns vienistaba",,1,26,1/5,Renov.,Dienas ire,35,1.346153846,Vagonu,22,"Latvia, Riga,",centrs Vagonu 22,centrs,"Latvia, Riga, centrs Vagonu 22",2019
49,"Lat/rus/eng/ Mūsdienīgs, plašs, tikko izremontēts 3 istabu dzīvo",,3,93,4/6,Renov.,Pardod,"249,000",2677.419355,Dzirnavu,60a,"Latvia, Riga,",centrs Dzirnavu 60a,centrs,"Latvia, Riga, centrs Dzirnavu 60a",2019
49,"Īpašnieks pārdod dzīvokli jaunā renovētā namā, tuvu centram, k",,3,50,3/6,Renov.,Pardod,"69,500",1390,Sadovņikova,39,"Latvia, Riga,",centrs Sadovņikova 39,centrs,"Latvia, Riga, centrs Sadovņikova 39",2019
50,Pārdodu mansarda dzīvokli tikko pēc kapitālā remonta: + koka,,3,72,6/6,Renov.,Pardod,"130,300",1809.722222,Miera,105,"Latvia, Riga,",centrs Miera 105,centrs,"Latvia, Riga, centrs Miera 105",2019
50,"Piedāvājumā plašs, svaigi remontēts, dzīvoklis renovētā ēkā, paš",,3,83,2/5,Renov.,Pardod,"203,105",2447.048193,Lāčplēša,13,"Latvia, Riga,",centrs Lāčplēša 13,centrs,"Latvia, Riga, centrs Lāčplēša 13",2019
51,Pārdod kompaktu 3 istabu dzīvokli Blaumaņa ielā 34. Dzīvoklis at,,3,58,1/3,Renov.,Pardod,"87,000",1500,Blaumaņa,34,"Latvia, Riga,",centrs Blaumaņa 34,centrs,"Latvia, Riga, centrs Blaumaņa 34",2019
51,"Сдаю 1 отдельную комнату в 5 комнатной квартире, центр, площадь",,1,40,1/5,Renov.,Izire,230,5.75,Lāčplēša,17,"Latvia, Riga,",centrs Lāčplēša 17,centrs,"Latvia, Riga, centrs Lāčplēša 17",2019
52,"An ideal place for a family or friend stay in Riga. Location, be",,2,60,2/5,Renov.,Dienas ire,49,0.816666667,Merķeļa,17,"Latvia, Riga,",centrs Merķeļa 17,centrs,"Latvia, Riga, centrs Merķeļa 17",2019
54,"AS ""Privatbank"" meitas uzņēmuma īpašums atrodas Rīgā, pilsētas c",,3,108,6/6,Renov.,Pardod,"173,000",1601.851852,Elku,4,"Latvia, Riga,",centrs Elku 4,centrs,"Latvia, Riga, centrs Elku 4",2019
54,Tiek pārdots kvalitatīvs un elegants dzīvoklis Rīgas vēsturiskaj,,3,100,5/6,Renov.,Pardod,"199,000",1990,Stabu,14,"Latvia, Riga,",centrs Stabu 14,centrs,"Latvia, Riga, centrs Stabu 14",2019
55,Piedāvājam iegādāties plašu 2 istabu dzīvokli. Logi ir vērsti uz,,2,61,2/5,Renov.,Pardod,"128,520",2106.885246,Briāna,4,"Latvia, Riga,",centrs Briāna 4,centrs,"Latvia, Riga, centrs Briāna 4",2019
55,Izīrē plašu mansarda tipa dzīvokli renovētā ēkā Rīgas centrā.,,3,111,5/5,Renov.,Izire,"1,500",13.51351351,Akas,8,"Latvia, Riga,",centrs Akas 8,centrs,"Latvia, Riga, centrs Akas 8",2019
55,"Tiek izīrēts mēbelēts 1. istabas dzīvoklis, visā ēkā un dzīvoklī",,1,20,3/5,Renov.,Izire,250,12.5,Lāčplēša,98,"Latvia, Riga,",centrs Lāčplēša 98,centrs,"Latvia, Riga, centrs Lāčplēša 98",2019
55,Scroll for Rus & Eng & Latv. For rent 1 big studio room apar,,1,28,2/5,Renov.,Izire,275,9.821428571,Lāčplēša,98,"Latvia, Riga,",centrs Lāčplēša 98,centrs,"Latvia, Riga, centrs Lāčplēša 98",2019
56,Lielisks dzīvoklis pašā pilsētas centrā klusa iekšpagalma renovē,,3,106,5/6,Renov.,Izire,"1,000",9.433962264,Baznīcas,13,"Latvia, Riga,",centrs Baznīcas 13,centrs,"Latvia, Riga, centrs Baznīcas 13",2019
56,"Pārdod nelielu dzīvokli ar iestrādātu biznesu, mēneša ienākumi v",,1,14,3/6,Renov.,Pardod,"45,000",3214.285714,Valdemāra,69,"Latvia, Riga,",centrs Valdemāra 69,centrs,"Latvia, Riga, centrs Valdemāra 69",2019
56,Scroll for Rus & Eng & Latv. Сдается Studio 1 комнатная квар,,1,23,1/5,Renov.,Izire,250,10.86956522,Maskavas,146,"Latvia, Riga,",centrs Maskavas 146,centrs,"Latvia, Riga, centrs Maskavas 146",2019
56,Scroll for Rus & Eng. Izīrē 1 studio tipa dzīvokli Latgales prie,,1,19,3/6,Renov.,Izire,190,10,Maskavas,146,"Latvia, Riga,",centrs Maskavas 146,centrs,"Latvia, Riga, centrs Maskavas 146",2019
56,"Tiek izīrēts mēbelēts 1. istabas dzīvoklis, visā ēkā un dzīvoklī",,1,27,2/6,Renov.,Izire,275,10.18518519,Lāčplēša,98,"Latvia, Riga,",centrs Lāčplēša 98,centrs,"Latvia, Riga, centrs Lāčplēša 98",2019
56,"Bez starpniekiem, uz 3 mēnešiem izīrē, ar sadzīves tehniku un mē",,2,52,4/6,Renov.,Izire,350,6.730769231,Deglava,9,"Latvia, Riga,",centrs Deglava 9,centrs,"Latvia, Riga, centrs Deglava 9",2019
58,"Īstermiņā no 2st. tiek izīrēts saulains, mājīgs jauns vienistaba",,1,30,4/5,Renov.,Dienas ire,25,0.833333333,Matīsa,100,"Latvia, Riga,",centrs Matīsa 100,centrs,"Latvia, Riga, centrs Matīsa 100",2019
58,Pārdodas 2 istabu dzīvoklis renovētā ēkā Brīvības ielā 114. Dzīv,,2,63,4/6,Renov.,Pardod,"117,500",1865.079365,Brīvības,114,"Latvia, Riga,",centrs Brīvības 114,centrs,"Latvia, Riga, centrs Brīvības 114",2019
59,Dzīvoklis ar erkeri un augstiem griestiem vēsturiskā namā. Jūgen,,2,36,3/6,Renov.,Pardod,"62,990",1749.722222,Valdemāra,69,"Latvia, Riga,",centrs Valdemāra 69,centrs,"Latvia, Riga, centrs Valdemāra 69",2019
60,Jauna republika. Dzīvoklis slēgtā dzīvojamā kompleksā Grīziņkaln,,3,64,4/5,Renov.,Pardod,"97,000",1515.625,Artilērijas,71A,"Latvia, Riga,",centrs Artilērijas 71A,centrs,"Latvia, Riga, centrs Artilērijas 71A",2019
60,"Labs dzīvoklis investīcijai, birojam vai sev pašam. Piedāvājam",,1,36,5/7,Renov.,Pardod,"88,200",2450,Blaumaņa,12,"Latvia, Riga,",centrs Blaumaņa 12,centrs,"Latvia, Riga, centrs Blaumaņa 12",2019
61,"Izīrējam mājīgu 2-istabu dzīvokli, kas atrodas pilnīgi renovetā",,2,52,1/5,Renov.,Izire,750,14.42307692,Marijas,20,"Latvia, Riga,",centrs Marijas 20,centrs,"Latvia, Riga, centrs Marijas 20",2019
61,Lat/rus/no attīstītāja. 1500eur sertifikats no Spice Home dāvanā,,1,30,2/6,Renov.,Pardod,"68,540",2284.666667,Avotu,5,"Latvia, Riga,",centrs Avotu 5,centrs,"Latvia, Riga, centrs Avotu 5",2019
62,Komfortabls mansarda dzīvoklis renovētajā jūgendstila projektā “,,3,53,6/6,Renov.,Pardod,"133,000",2509.433962,Barona,24/26,"Latvia, Riga,",centrs Barona 24/26,centrs,"Latvia, Riga, centrs Barona 24/26",2019
62,"Viss iekauts cenā. Plaša, gaiša, saulaina, slēdzama istaba meite",,1,18,4/4,Renov.,Izire,220,12.22222222,Zvaigžņu,14A,"Latvia, Riga,",centrs Zvaigžņu 14a,centrs,"Latvia, Riga, centrs Zvaigžņu 14a",2019
62,"Viss Iekļauts. T. Sk. , Eur 150 - īre, komunālie maksājumi Eur 8",,1,22,4/4,Renov.,Izire,230,10.45454545,Zvaigžņu,14A,"Latvia, Riga,",centrs Zvaigžņu 14a,centrs,"Latvia, Riga, centrs Zvaigžņu 14a",2019
62,"Elites klases dzīvoklis 2 līmeņos, kas atrodas prestižā namā Bla",,4,200,5/5,Renov.,Izire,"3,900",19.5,Blaumaņa,3,"Latvia, Riga,",centrs Blaumaņa 3,centrs,"Latvia, Riga, centrs Blaumaņa 3",2019
63,Svaigi renovēts dzīvoklis unikālā vietā - blakus Prezidenta pili,,5,130,4/5,Renov.,Izire,"1,160",8.923076923,Jēkaba,26/28,"Latvia, Riga,",centrs Jēkaba 26/28,centrs,"Latvia, Riga, centrs Jēkaba 26/28",2019
64,Сдам двухкомнатную квартиру. Спальня + зал с кухней. Свежий ремо,,2,52,2/6,Renov.,Izire,800,15.38461538,Brīvības,47,"Latvia, Riga,",centrs Brīvības 47,centrs,"Latvia, Riga, centrs Brīvības 47",2019
64,"Īpašnieks pārdod mājīgu dzīvokli centrā, visas komunikācijas, vi",,3,62,2/3,Renov.,Pardod,"93,000",1500,Dzirnavu,157,"Latvia, Riga,",centrs Dzirnavu 157,centrs,"Latvia, Riga, centrs Dzirnavu 157",2019
64,"Pārdod plašu dzīvokli centrā, visas komunikācijas, visas ērtības",,3,80,3/3,Renov.,Pardod,"115,000",1437.5,Dzirnavu,157,"Latvia, Riga,",centrs Dzirnavu 157,centrs,"Latvia, Riga, centrs Dzirnavu 157",2019
64,Светлая и просторная 3-х комнатная квартира в престижном районе,,3,78,3/5,Renov.,Pardod,"184,000",2358.974359,Ausekļa,1,"Latvia, Riga,",centrs Ausekļa 1,centrs,"Latvia, Riga, centrs Ausekļa 1",2019
65,Pārdodu dzīvokli rekonstruētā mājā Rīgas Klusajā centrā augstajā,,2,48,2/4,Renov.,Pardod,"127,000",2645.833333,Dzirnavu,6,"Latvia, Riga,",centrs Dzirnavu 6,centrs,"Latvia, Riga, centrs Dzirnavu 6",2019
65,Jauns 3 istabu dzīvoklis renovētā ēkā Indrānu ielā 17. Auto,,3,101,4/4,Renov.,Pardod,"179,000",1772.277228,Indrānu,17,"Latvia, Riga,",centrs Indrānu 17,centrs,"Latvia, Riga, centrs Indrānu 17",2019
66,Piedāvāju dzīvokli nr 13. kultūrvēsturiskā ēkā Blaumana iela 12,,2,44,1/6,Renov.,Pardod,"100,400",2281.818182,Blaumaņa,12,"Latvia, Riga,",centrs Blaumaņa 12,centrs,"Latvia, Riga, centrs Blaumaņa 12",2019
66,Сдаётся на длительный срок уютная квартира с современным дизайно,,1,20,4/5,Renov.,Izire,330,16.5,Alūksnes,3,"Latvia, Riga,",centrs Alūksnes 3,centrs,"Latvia, Riga, centrs Alūksnes 3",2019
66,Tiek pārdots dzīvoklis slavenā arhitekta Jāņa Alkšņa projektētaj,,5,140,6/6,Renov.,Pardod,"240,000",1714.285714,Ģertrūdes,30,"Latvia, Riga,",centrs Ģertrūdes 30,centrs,"Latvia, Riga, centrs Ģertrūdes 30",2019
66,"Сдается просторная, уютная квартира, в центре города. Двухспальн",,3,112,2/5,Renov.,Izire,700,6.25,Bruņinieku,12,"Latvia, Riga,",centrs Bruņinieku 12,centrs,"Latvia, Riga, centrs Bruņinieku 12",2019
67,"Saimnieks izīrē skaistu, klusu un gaišu dzīvokli pēc remonta Rīg",,3,96,2/4,Renov.,Izire,630,6.5625,Pulkv. Brieža,6,"Latvia, Riga,",centrs Pulkv. Brieža 6,centrs,"Latvia, Riga, centrs Pulkv. Brieža 6",2019
67,От застройщика. Современная квартира с полной отделкой с высоким,,2,51,3/6,Renov.,Pardod,"111,980",2195.686275,Avotu,5,"Latvia, Riga,",centrs Avotu 5,centrs,"Latvia, Riga, centrs Avotu 5",2019
67,"Уютная, теплая, светлая 2 комн. квартира в реновированном доме.",,2,70,2/4,Renov.,Pardod,"80,500",1150,Maskavas,131,"Latvia, Riga,",centrs Maskavas 131,centrs,"Latvia, Riga, centrs Maskavas 131",2019
67,"Просторная и светлая квартира в тихом центре Риги, 105 кв. м, ре",,3,105,2/4,Renov.,Izire,499,4.752380952,Maskavas,131,"Latvia, Riga,",centrs Maskavas 131,centrs,"Latvia, Riga, centrs Maskavas 131",2019
67,В роскошном проекте сдается в аренду компактная однокомнатная кв,,1,19,4/6,Renov.,Izire,460,24.21052632,Lāčplēša,13,"Latvia, Riga,",centrs Lāčplēša 13,centrs,"Latvia, Riga, centrs Lāčplēša 13",2019
68,"Владелец продаёт новую, 2-х комнатную квартиру с дизайнерским ре",,2,40,4/5,Renov.,Pardod,"99,000",2475,Brīvības,161,"Latvia, Riga,",centrs Brīvības 161,centrs,"Latvia, Riga, centrs Brīvības 161",2019
68,"Mansarda Dzīvoklis renovetā mājā ar liftu, studio tipa, virtuve",,2,57,7/7,Renov.,Izire,570,10,Barona,49,"Latvia, Riga,",centrs Barona 49,centrs,"Latvia, Riga, centrs Barona 49",2019
68,"Aprīkota virtuve, pilna apdare jaunā dzīvoklī, renovētā fasādes",,2,48,2/5,Renov.,Pardod,"96,390",2008.125,Čaka,36,"Latvia, Riga,",centrs Čaka 36,centrs,"Latvia, Riga, centrs Čaka 36",2019
69,Tikai pēc remonta tiek izīrēts plašs dzīvoklis. Piecas plašas iz,,5,125,2/5,Renov.,Izire,"1,000",8,Vīlandes,12,"Latvia, Riga,",centrs Vīlandes 12,centrs,"Latvia, Riga, centrs Vīlandes 12",2019
69,Īpašnieks pārdod plašu un modernu 2 istabu dzīvokli Rīgas centrā,,2,59,5/6,Renov.,Pardod,"125,000",2118.644068,Miera,86,"Latvia, Riga,",centrs Miera 86,centrs,"Latvia, Riga, centrs Miera 86",2019
70,"Īpašniece pārdod divlīmeņu ""loft"" tipa dzīvokli. 2017.gadā pabei",,2,33,5/5,Renov.,Pardod,"75,000",2272.727273,Sapieru,3B,"Latvia, Riga,",centrs Sapieru 3B,centrs,"Latvia, Riga, centrs Sapieru 3B",2019
